Solving Time,Building Time,Total Time
10818.100003234576,6481.299998995382,17299.40000222996
8576.100000937004,7769.299998471979,16345.399999408983
8612.199999333825,7809.400005498901,16421.600004832726
8525.400000507943,6773.799999791663,15299.200000299606
8176.199997251388,6487.900005595293,14664.10000284668
8349.900002940558,7227.900001453236,15577.800004393794
8546.700002625585,6892.400000651833,15439.100003277417
8608.999996795319,6740.50000088755,15349.49999768287
9322.6999961189,8468.10000075493,17790.79999687383
9520.299994619563,7691.500002692919,17211.799997312482
9443.00000264775,7469.100004527718,16912.100007175468
9231.600000930484,7100.100003299303,16331.700004229788
9753.500002261717,8048.600000620354,17802.10000288207
9422.600000107195,7135.10000059614,16557.700000703335
9352.699998999014,7704.399999056477,17057.09999805549
9709.40000115661,7402.600000204984,17112.000001361594
8912.400000554044,7304.69999689376,16217.099997447804
8370.200004719663,6872.799996926915,15243.000001646578
8475.59999965597,7484.100002329797,15959.700001985766
8707.900000445079,6590.400000277441,15298.30000072252
8530.200000677723,6893.799996760208,15423.999997437932
9574.19999758713,6852.400001662318,16426.599999249447
9019.699995405972,12683.699998888187,21703.39999429416
8122.10000003688,6464.800004323479,14586.90000436036
8514.799999829847,6903.800000145566,15418.599999975413
8307.799995236564,6957.899997360073,15265.699992596637
8315.60000369791,6699.899997329339,15015.500001027249
8584.199997130781,6413.8000016100705,14997.999998740852
8691.600000020117,7807.599999068771,16499.199999088887
8241.800001997035,6851.099999039434,15092.900001036469
8333.400000992697,7321.799996134359,15655.199997127056
8890.799996152055,7574.299997941125,16465.09999409318
8502.799995767418,6501.899995782878,15004.699991550297
8822.700001474004,6934.099998034071,15756.799999508075
8168.200001819059,6447.799998568371,14616.00000038743
8573.399994929787,6691.499998851214,15264.899993781
8992.700000817422,7901.799996034242,16894.499996851664
8163.400001649279,6690.499998512678,14853.900000161957
8555.899999919347,6419.600002118386,14975.500002037734
8116.599994536955,7352.200002060272,15468.799996597227
8671.700001286808,6577.300002390984,15249.000003677793
7887.199994002003,6708.199995046016,14595.399989048019
8446.69999787584,6440.199998905882,14886.899996781722
8423.899998888373,6591.100005607586,15015.00000449596
8425.399995758198,5769.900002633221,14195.29999839142
8592.899997893255,6400.999998732004,14993.89999662526
9469.099997659214,6381.899998814333,15850.999996473547
8631.699995021336,6935.099998372607,15566.799993393943
8584.800001699477,6571.499994606711,15156.299996306188
8088.999995379709,6392.499999492429,14481.499994872138
7955.900000524707,5905.199999688193,13861.1000002129
8158.199998433702,6049.700001312885,14207.899999746587
9843.199994065799,7831.699993403163,17674.89998746896
8381.699997698888,6242.600000405218,14624.299998104107
8188.5999970836565,6222.200005140621,14410.800002224278
8872.20000004163,11740.499998268206,20612.699998309836
7202.200002211612,5469.499999890104,12671.700002101716
8231.799998611677,5600.199998298194,13831.999996909872
9065.50000217976,6106.599998020101,15172.100000199862
7381.40000612475,5733.299993153196,13114.699999277946
8250.20000047516,6368.200003635138,14618.400004110299
6749.0000001271255,5733.300000429153,12482.300000556279
7018.80000269739,5340.499999874737,12359.300002572127
8930.69999438012,6017.10000046296,14947.79999484308
7583.799997519236,5793.099997390527,13376.899994909763
8092.199997918215,5426.300005638041,13518.500003556255
8265.09999751579,6424.999999580905,14690.099997096695
6750.000000465661,5355.599998438265,12105.599998903926
6625.100002565887,5287.800006044563,11912.90000861045
7520.699997257907,6061.600004613865,13582.300001871772
7428.299999446608,5408.000004536007,12836.300003982615
6824.299998697825,4872.799996519461,11697.099995217286
6704.600004013628,5196.0000055260025,11900.60000953963
6937.300000572577,6163.900005049072,13101.20000562165
7218.599996122066,5481.400003191084,12699.99999931315
6755.9000017354265,5243.799998424947,11999.700000160374
7264.799998665694,4919.799997878727,12184.59999654442
6561.70000002021,4960.800004482735,11522.500004502945
6714.600000123028,5884.600002900697,12599.200003023725
9067.499995580874,5663.799995090812,14731.299990671687
7443.700000294484,5542.699997022282,12986.399997316767
7191.899996541906,5571.599998802412,12763.499995344318
6843.4000058914535,5772.299999080133,12615.700004971586
6883.699999889359,6501.5000000130385,13385.199999902397
6673.600000794977,6100.999999034684,12774.599999829661
7780.400002957322,5540.700003621168,13321.10000657849
8321.699999214616,5117.799999425188,13439.499998639803
7043.899997370318,5428.6000013235025,12472.49999869382
7798.100006766617,11297.699995338917,19095.800002105534
7233.299998915754,5236.999997578096,12470.29999649385
6921.599997440353,5325.499994796701,12247.099992237054
6868.899996334221,6135.399999038782,13004.299995373003
6729.100001393817,5504.099994141143,12233.19999553496
7194.900004833471,5286.999999952968,12481.90000478644
7077.100002788939,4969.000001437962,12046.1000042269
6925.400004547555,5031.799999414943,11957.200003962498
6606.900002225302,5700.300003809389,12307.20000603469
7082.7999952598475,4970.100002537947,12052.899997797795
6835.799998953007,5091.799997899216,11927.599996852223
7980.299997143447,5663.799995090812,13644.09999223426
6982.40000201622,6091.800001740921,13074.200003757142
7269.800000358373,5729.099997552112,12998.899997910485
7514.500000979751,5505.300003278535,13019.800004258286
6976.299999223556,4917.699996440206,11893.999995663762
6684.899999527261,5209.2999976594,11894.19999718666
7138.399996620137,5697.100001270883,12835.49999789102
6640.999999945052,5264.300001726951,11905.300001672003
7240.099999762606,4901.799999061041,12141.899998823646
7049.799998640083,5273.599999782164,12323.399998422246
6788.6999968322925,5769.600000348873,12558.299997181166
6867.799995234236,5505.199995241128,12372.999990475364
6948.099995497614,5305.0999995321035,12253.199995029718
8239.500006311573,5488.199996761978,13727.70000307355
7691.500002692919,5539.099998713937,13230.600001406856
7040.399999823421,5621.999996947125,12662.399996770546
6608.300005609635,5461.699998704717,12070.000004314352
6500.600000435952,5044.099998485763,11544.699998921715
6593.899997824337,5123.900002217852,11717.800000042189
6594.500002393033,4798.400004801806,11392.90000719484
6457.399998907931,4934.099997626618,11391.499996534549
7128.500001272187,5535.000003874302,12663.500005146489
7520.600003772415,12571.30000158213,20091.900005354546
6503.50000069011,5573.900001763832,12077.400002453942
7184.499998402316,4988.400003639981,12172.900002042297
7591.299996420275,4963.999999745283,12555.299996165559
6732.000001647975,5022.099998313934,11754.099999961909
7774.900004733354,6433.800001104828,14208.700005838182
6881.900000735186,5776.600002718624,12658.50000345381
7010.400004219264,5204.10000171978,12214.500005939044
7097.199995769188,5246.4999971562065,12343.699992925394
7308.8999997708015,5329.899999196641,12638.799998967443
6739.100004779175,5704.299997887574,12443.400002666749
6694.299998343922,5825.0000001862645,12519.299998530187
7284.200000867713,5211.60000062082,12495.800001488533
7211.799995275214,5008.59999738168,12220.399992656894
7039.300005999394,5266.999993182253,12306.299999181647
6566.8999959598295,5590.900000242982,12157.799996202812
6840.19999607699,5550.299996684771,12390.499992761761
6549.899997480679,5302.400000800844,11852.299998281524
7187.700000940822,5172.500001208391,12360.200002149213
7101.7000009305775,5666.200006089639,12767.900007020216
6752.3999969125725,5607.599996437784,12359.999993350357
6722.700003592763,5071.399995358661,11794.099998951424
6788.9999991166405,4784.500000823755,11573.499999940395
7147.500000428408,5040.999996708706,12188.499997137114
6818.400004704017,4929.100003209896,11747.500007913914
6724.400001985487,5561.499994655605,12285.899996641092
6857.399996079039,5390.199999965262,12247.5999960443
7079.500006511807,4925.499997625593,12005.0000041374
6695.800002489705,5087.500001536682,11783.300004026387
7093.499996699393,5866.999999852851,12960.499996552244
6659.600003331434,5292.200003168546,11951.80000649998
7067.499995173421,4762.8999964217655,11830.399991595186
7171.700002800208,5147.999996552244,12319.699999352451
7658.400005311705,10851.800005184487,18510.20001049619
8563.800001866184,5889.5999973174185,14453.399999183603
6703.999999444932,5906.200000026729,12610.19999947166
6933.199998456985,4887.600000074599,11820.799998531584
7004.400002188049,4899.200001091231,11903.60000327928
7046.099999570288,5704.199997126125,12750.299996696413
7012.199996097479,5507.900001248345,12520.099997345824
6777.000002330169,5259.300000034273,12036.300002364442
7154.899998567998,4995.399998733774,12150.299997301772
6779.200004530139,5022.799996368121,11802.00000089826
7113.700004993007,5292.800000461284,12406.50000545429
6735.900002240669,6113.399998866953,12849.300001107622
7197.400002041832,5025.000005844049,12222.40000788588
7136.399995943066,5059.700000856537,12196.099996799603
6942.299994989298,5328.799998096656,12271.099993085954
6806.49999412708,5556.600001000334,12363.099995127413
6747.60000401875,5498.699996678624,12246.300000697374
7520.500003010966,5337.299997336231,12857.800000347197
6954.800002858974,5219.300001044758,12174.100003903732
6552.600003487896,4977.399999916088,11530.000003403984
6955.8999966830015,5091.999999422114,12047.899996105116
6859.600005554967,5356.199995731004,12215.80000128597
7472.100005543325,5307.200000970624,12779.30000651395
7151.300000259653,5361.099996662233,12512.399996921886
6827.99999776762,4948.799993144348,11776.799990911968
7268.800000019837,6855.200001155026,14124.000001174863
6832.40000216756,6099.300000641961,12931.70000280952
7191.899996541906,5436.500003270339,12628.399999812245
7184.5999991637655,5004.000006010756,12188.600005174521
6983.999999647494,5442.2999965026975,12426.299996150192
6951.199997274671,5162.299996300135,12113.499993574806
6819.700000050943,6377.8000039746985,13197.500004025642
8496.599999489263,6374.399999913294,14870.999999402557
6800.2000043634325,11774.799997510854,18575.000001874287
6813.10000072699,5907.200000365265,12720.300001092255
7116.799999494106,5230.000002484303,12346.800001978409
7822.20000110101,5195.4000009573065,13017.600002058316
6588.00000383053,4924.699998809956,11512.700002640486
6991.900001594331,6140.299999970011,13132.200001564343
6760.600001143757,5418.900000222493,12179.50000136625
8606.200004578568,4921.599997032899,13527.800001611467
