Solving Time,Building Time,Total Time
20480.099999986123,11477.499996544793,31957.599996530917
22060.40000601206,11515.899997903034,33576.300003915094
21108.699998876546,12397.20000012312,33505.89999899967
21842.199996171985,11456.39999595005,33298.599992122035
20985.099996323697,11563.399995793588,32548.499992117286
21140.599994396325,11482.599998998921,32623.199993395247
21638.099999108817,11038.600001484156,32676.700000592973
22625.199999311008,23036.899998260196,45662.099997571204
21272.500001941808,11464.600000181235,32737.100002123043
20504.79999888921,11784.399997850414,32289.199996739626
23255.100000824314,11081.19999844348,34336.299999267794
22796.5999947628,11378.000002878252,34174.59999764105
21070.000002509914,11422.199997468852,32492.199999978766
21659.40000122646,12196.30000559846,33855.70000682492
21649.20000359416,12012.79999804683,33662.00000164099
22240.19999994198,12179.599994851742,34419.79999479372
21669.10000232747,11503.800000355113,33172.90000268258
21945.899999991525,21118.299999216106,43064.19999920763
21882.799999730196,12858.999994932674,34741.79999466287
22034.900001017377,11563.899999600835,33598.80000061821
22853.399997984525,11371.2000020314,34224.600000015926
21555.20000087563,12614.100000064354,34169.300000939984
21890.700001677033,12012.800005322788,33903.50000699982
22030.500003893394,11836.000005132519,33866.50000902591
22405.600000638515,11177.000000316184,33582.6000009547
23135.999996156897,11027.200001990423,34163.19999814732
21049.70000073081,11596.099997404963,32645.79999813577
21645.699998771306,10949.199997412506,32594.899996183813
25505.9999981313,22168.700001202524,47674.699999333825
23630.80000213813,12550.799998280127,36181.60000041826
21702.60000275448,12701.90000650473,34404.50000925921
22623.500000918284,12376.099999528378,34999.60000044666
22541.799997270573,11943.500001507346,34485.29999877792
20932.100000209175,11824.500004877336,32756.60000508651
22499.300001072697,11420.19999679178,33919.49999786448
22228.100002394058,11519.400002725888,33747.500005119946
23206.500001833774,11122.800002340227,34329.300004174
21459.800002048723,12037.800006510224,33497.60000855895
21349.49999890523,11214.600002858788,32564.100001764018
23181.800002930686,19725.60000285739,42907.40000578808
22332.09999394603,11656.499998935033,33988.59999288106
22570.799999812152,11676.000001898501,34246.80000171065
22527.499997522682,12238.200004503597,34765.70000202628
23353.500000666827,11864.899999636691,35218.40000030352
22516.1999987904,11640.400000032969,34156.59999882337
22447.99999607494,11222.799999814015,33670.799995888956
22150.89999663178,11809.999996330589,33960.89999296237
22420.299996156245,12284.600001294166,34704.89999745041
22253.399998589884,11488.500000268687,33741.89999885857
23008.500000287313,11212.800003704615,34221.30000399193
24478.10000012396,20831.90000121249,45310.00000133645
21110.09999498492,11904.600003617816,33014.69999860274
23177.799994300585,12738.999997964129,35916.799992264714
22939.10000298638,13315.099997271318,36254.2000002577
22452.299999713432,12127.499998314306,34579.79999802774
22016.999995685183,11093.000000983011,33109.99999666819
22419.10000157077,11542.400003236253,33961.50000480702
21190.799998294096,12080.199994670693,33270.99999296479
21985.69999745814,11530.299998412374,33515.999995870516
20957.50000444241,12207.600004330743,33165.10000877315
21518.40000442462,12126.800000260118,33645.20000468474
22459.200001321733,20792.099996469915,43251.29999779165
22203.000000445172,11874.599993461743,34077.599993906915
23070.399998687208,12279.800001124386,35350.19999981159
21645.600005285814,11440.100002801046,33085.70000808686
23299.299995414913,11966.300000494812,35265.599995909724
23634.099998162128,11983.800002781209,35617.90000094334
22374.000000127126,11557.699996046722,33931.69999617385
22922.10000450723,11952.20000226982,34874.30000677705
22622.700002102647,12541.600000986364,35164.30000308901
21898.40000210097,11961.399999563582,33859.80000166455
21374.59999357816,20715.399994514883,42089.99998809304
22864.30000094697,12542.299999040551,35406.59999998752
25361.799998790957,14009.39999439288,39371.199993183836
22887.799997988623,12699.60000354331,35587.40000153193
21825.600000738632,11171.500002092216,32997.10000283085
23173.000001406763,11463.299997558352,34636.299998965114
23543.299997982103,11511.99999731034,35055.299995292444
22959.800000535324,12261.000003491063,35220.80000402639
22402.19999657711,12610.099998710211,35012.29999528732
21706.400002585724,12098.100000002887,33804.50000258861
22508.00000183517,12076.300001353957,34584.30000318913
21527.100005187094,21391.800000856165,42918.90000604326
22179.50000340352,11911.29999642726,34090.79999983078
22194.700002728496,11082.799996074755,33277.49999880325
22192.400007043034,11640.799995802809,33833.20000284584
22554.49999938719,11381.600001186598,33936.10000057379
22629.49999567354,11874.299998453353,34503.79999412689
21721.100005379412,12104.499997803941,33825.600003183354
21021.300002757926,11193.699996510986,32214.99999926891
23457.700001017656,11775.099999795202,35232.80000081286
21656.60000173375,11580.499995034188,33237.09999676794
22334.00000113761,11748.99999750778,34082.99999864539
20860.299999185372,19553.899997845292,40414.199997030664
23766.89999800874,12358.800006040838,36125.70000404958
20695.60000381898,11847.399997350294,32543.000001169275
22487.200003524777,11822.599997685757,34309.80000121053
22064.299999328796,12054.899998474866,34119.19999780366
21278.799998981413,12219.100004585925,33497.90000356734
22653.199994238093,11128.999998618383,33782.19999285648
22358.00000198651,11117.4999983632,33475.50000034971
22436.20000081137,10956.900005112402,33393.10000592377
21026.000002166256,12725.399996270426,33751.39999843668
